,National_ID,Age,Gender,Region,Income_Level,Household_Dependents,Monthly_Energy_Consumption_kWh,Subsidy_Eligibility,Subsidy_Type,Amount_NGN,Channel,Date,Wallet_Activity_Status,Wallet_Balance_NGN,Days_Since_Last_Transaction,Avg_Monthly_Wallet_Balance,Suspected_Fraud
27578,ID03395,64,Male,Oyo,Middle,4,101,0,Cash Transfer,5761,Mobile Wallet,2021-04-17,Suspicious,7490.0,69.0,4371.0,1
27580,ID03395,64,Male,Oyo,Middle,4,101,0,Cash Transfer,4976,Mobile Wallet,2023-08-20,Inactive,2875.0,99.0,3214.0,1
27624,ID03401,59,Female,Kaduna,Low,3,107,0,Fuel,5932,Mobile Wallet,2023-06-11,Inactive,4406.0,28.0,4867.0,1
27655,ID03404,29,Male,Yobe,Middle,6,83,0,Cash Transfer,5497,Mobile Wallet,2020-09-27,Suspicious,6135.0,56.0,2559.0,1
27706,ID03409,62,Male,Yobe,Middle,5,75,0,Cash Transfer,5376,Mobile Wallet,2019-12-07,Suspicious,7263.0,83.0,4063.0,1
27740,ID03414,57,Male,Yobe,Low,7,120,1,Cash Transfer,6286,Mobile Wallet,2023-12-15,Inactive,1424.0,18.0,4026.0,1
27790,ID03418,18,Male,Rivers,Middle,8,82,0,Cash Transfer,5229,Mobile Wallet,2023-06-01,Inactive,3181.0,89.0,2548.0,1
27836,ID03425,21,Female,Kano,Low,1,70,0,Cash Transfer,6010,Mobile Wallet,2021-02-28,Suspicious,6321.0,98.0,4327.0,1
27840,ID03425,21,Female,Kano,Low,1,70,0,Cash Transfer,6600,Mobile Wallet,2022-01-07,Inactive,4687.0,81.0,5948.0,1
27872,ID03430,49,Female,Kaduna,Middle,9,118,0,Cash Transfer,5689,Mobile Wallet,2020-09-10,Inactive,7727.0,59.0,2125.0,1
27875,ID03430,49,Female,Kaduna,Middle,9,118,0,Cash Transfer,5619,Mobile Wallet,2022-04-08,Inactive,5416.0,63.0,4657.0,1
27925,ID03437,62,Male,Yobe,Middle,8,76,0,Cash Transfer,5229,Mobile Wallet,2022-07-24,Inactive,6403.0,87.0,5531.0,1
27947,ID03439,47,Male,Oyo,Middle,4,71,0,Cash Transfer,5010,Mobile Wallet,2019-09-24,Inactive,4839.0,94.0,5262.0,1
27969,ID03443,45,Female,Kano,Middle,8,116,0,Cash Transfer,5129,Mobile Wallet,2023-07-15,Inactive,4907.0,85.0,2787.0,1
28003,ID03447,22,Male,Rivers,Low,9,42,1,Fuel,5831,Mobile Wallet,2019-05-31,Inactive,5245.0,15.0,5112.0,1
28013,ID03448,42,Male,Oyo,Low,2,60,0,Cash Transfer,7172,Mobile Wallet,2021-03-31,Suspicious,5816.0,6.0,6558.0,1
28025,ID03451,21,Female,Lagos,Low,4,125,1,Fuel,5927,Mobile Wallet,2021-06-22,Inactive,3505.0,8.0,2142.0,1
28026,ID03451,21,Female,Lagos,Low,4,125,1,Fuel,4877,Mobile Wallet,2019-09-02,Suspicious,7965.0,25.0,5801.0,1
28046,ID03455,43,Female,Lagos,Low,7,45,1,Fuel,5795,Mobile Wallet,2023-09-21,Inactive,6130.0,3.0,5058.0,1
28063,ID03459,46,Female,Kaduna,Low,9,106,1,Fuel,5779,Mobile Wallet,2020-01-29,Inactive,6185.0,6.0,4867.0,1
28143,ID03468,19,Male,Oyo,Middle,6,47,0,Cash Transfer,4562,Mobile Wallet,2023-11-26,Inactive,3912.0,17.0,3908.0,1
28242,ID03479,45,Female,Kano,Low,4,84,1,Cash Transfer,6379,Mobile Wallet,2020-09-10,Inactive,7122.0,36.0,4137.0,1
28256,ID03480,47,Male,Rivers,Middle,8,99,0,Cash Transfer,5273,Mobile Wallet,2022-04-05,Suspicious,5347.0,70.0,2811.0,1
28264,ID03481,43,Female,Yobe,Low,5,79,1,Fuel,4692,Mobile Wallet,2022-08-03,Suspicious,932.0,67.0,3777.0,1
28268,ID03481,43,Female,Yobe,Low,5,79,1,Cash Transfer,8184,Mobile Wallet,2021-03-20,Inactive,4649.0,93.0,6993.0,1
28289,ID03483,38,Male,Lagos,Low,9,95,1,Cash Transfer,6877,Mobile Wallet,2021-11-11,Inactive,3663.0,75.0,4895.0,1
28290,ID03484,45,Male,Kano,Middle,4,72,0,Cash Transfer,4532,Mobile Wallet,2022-09-05,Inactive,7517.0,38.0,1579.0,1
28402,ID03497,65,Male,Yobe,Middle,8,110,0,Cash Transfer,4877,Mobile Wallet,2020-03-25,Inactive,2939.0,87.0,5844.0,1
28456,ID03503,47,Female,Kaduna,Low,6,72,1,Fuel,5130,Mobile Wallet,2019-07-19,Inactive,2915.0,30.0,4457.0,1
28489,ID03507,50,Female,Rivers,Middle,9,105,0,Cash Transfer,4763,Mobile Wallet,2021-01-12,Suspicious,4987.0,38.0,4157.0,1
28515,ID03509,33,Male,Oyo,Low,1,68,0,Cash Transfer,8397,Mobile Wallet,2021-01-29,Inactive,1363.0,63.0,4972.0,1
28558,ID03515,64,Male,Rivers,Low,8,114,1,Cash Transfer,7754,Mobile Wallet,2021-02-02,Suspicious,6804.0,69.0,3554.0,1
28574,ID03520,18,Female,Oyo,Low,9,99,1,Fuel,5572,Mobile Wallet,2022-06-16,Suspicious,8148.0,47.0,3432.0,1
28589,ID03521,25,Male,Kano,Low,7,80,1,Fuel,4846,Mobile Wallet,2022-01-13,Inactive,4056.0,81.0,6848.0,1
28607,ID03523,20,Male,Lagos,Low,5,63,1,Fuel,5258,Mobile Wallet,2021-04-22,Suspicious,4283.0,41.0,4376.0,1
28608,ID03523,20,Male,Lagos,Low,5,63,1,Fuel,5974,Mobile Wallet,2021-10-12,Inactive,6786.0,77.0,3872.0,1
28631,ID03526,64,Male,Yobe,Low,4,90,1,Fuel,5117,Mobile Wallet,2022-03-10,Suspicious,6655.0,6.0,3905.0,1
28647,ID03527,55,Female,Rivers,Low,4,69,1,Cash Transfer,6268,Mobile Wallet,2021-02-25,Inactive,7695.0,45.0,5943.0,1
28653,ID03528,32,Male,Kano,Low,7,85,1,Fuel,5246,Mobile Wallet,2023-01-04,Inactive,5307.0,69.0,5175.0,1
28658,ID03529,38,Female,Oyo,Low,5,145,1,Fuel,5603,Mobile Wallet,2020-02-24,Suspicious,7503.0,90.0,5583.0,1
28691,ID03534,53,Female,Yobe,Low,2,70,0,Cash Transfer,6100,Mobile Wallet,2023-04-24,Inactive,7175.0,16.0,6859.0,1
28723,ID03536,34,Female,Oyo,Middle,5,134,0,Cash Transfer,4957,Mobile Wallet,2019-04-16,Suspicious,0.0,14.0,3820.0,1
28745,ID03538,26,Male,Kaduna,Low,4,112,1,Cash Transfer,7378,Mobile Wallet,2022-06-06,Suspicious,2020.0,74.0,7267.0,1
28751,ID03539,52,Female,Kaduna,Low,5,106,1,Cash Transfer,6509,Mobile Wallet,2021-09-18,Suspicious,3005.0,70.0,4889.0,1
28753,ID03539,52,Female,Kaduna,Low,5,106,1,Cash Transfer,6008,Mobile Wallet,2023-11-21,Suspicious,6205.0,64.0,4282.0,1
28759,ID03539,52,Female,Kaduna,Low,5,106,1,Cash Transfer,8216,Mobile Wallet,2021-12-22,Inactive,3251.0,10.0,5810.0,1
28784,ID03543,68,Male,Kaduna,Low,5,101,1,Cash Transfer,7385,Mobile Wallet,2021-05-29,Inactive,3583.0,99.0,5117.0,1
28904,ID03560,66,Female,Oyo,Low,1,130,0,Cash Transfer,6305,Mobile Wallet,2021-06-05,Suspicious,6428.0,2.0,3811.0,1
28926,ID03562,57,Male,Lagos,Middle,5,60,0,Cash Transfer,5605,Mobile Wallet,2019-04-04,Suspicious,3578.0,56.0,4598.0,1
28953,ID03565,43,Male,Kaduna,Low,1,108,0,Cash Transfer,7054,Mobile Wallet,2021-05-15,Inactive,6080.0,95.0,3215.0,1
28988,ID03568,39,Male,Kaduna,Middle,7,135,0,Cash Transfer,5787,Mobile Wallet,2023-03-08,Inactive,966.0,55.0,1351.0,1
29045,ID03576,26,Male,Yobe,Low,9,52,1,Fuel,5908,Mobile Wallet,2020-10-12,Inactive,4807.0,43.0,5564.0,1
29048,ID03576,26,Male,Yobe,Low,9,52,1,Cash Transfer,6758,Mobile Wallet,2019-01-05,Suspicious,3601.0,6.0,4000.0,1
29089,ID03580,24,Female,Rivers,Middle,1,117,0,Cash Transfer,5664,Mobile Wallet,2022-07-28,Inactive,3738.0,97.0,3703.0,1
29125,ID03585,69,Male,Yobe,Middle,4,139,0,Cash Transfer,5196,Mobile Wallet,2021-02-18,Suspicious,4066.0,81.0,4447.0,1
29186,ID03590,34,Female,Kaduna,Low,4,134,1,Cash Transfer,5866,Mobile Wallet,2019-03-16,Suspicious,3821.0,70.0,5897.0,1
29220,ID03596,31,Male,Kano,Middle,1,133,0,Cash Transfer,5429,Mobile Wallet,2020-10-16,Inactive,4715.0,30.0,3759.0,1
29306,ID03610,39,Female,Oyo,Low,3,88,0,Fuel,4592,Mobile Wallet,2022-09-01,Inactive,9637.0,53.0,2963.0,1
29340,ID03612,33,Male,Rivers,Low,5,100,1,Cash Transfer,7187,Mobile Wallet,2019-11-01,Inactive,5590.0,35.0,3965.0,1
29378,ID03618,52,Male,Kaduna,Middle,1,65,0,Cash Transfer,5636,Mobile Wallet,2019-07-10,Inactive,2553.0,94.0,3989.0,1
29433,ID03624,22,Female,Kano,Low,6,131,1,Cash Transfer,6027,Mobile Wallet,2023-10-06,Suspicious,2315.0,10.0,4169.0,1
29445,ID03625,65,Female,Oyo,Low,2,40,0,Fuel,4744,Mobile Wallet,2021-01-11,Inactive,6574.0,69.0,2825.0,1
29472,ID03631,26,Male,Oyo,Low,1,74,0,Cash Transfer,7808,Mobile Wallet,2019-05-05,Inactive,11057.0,6.0,4243.0,1
29475,ID03632,26,Female,Oyo,Low,2,93,0,Cash Transfer,5920,Mobile Wallet,2021-07-04,Inactive,4329.0,64.0,6272.0,1
29479,ID03632,26,Female,Oyo,Low,2,93,0,Fuel,5767,Mobile Wallet,2022-01-26,Inactive,4456.0,13.0,2531.0,1
29587,ID03645,29,Female,Kano,Low,9,70,1,Cash Transfer,6144,Mobile Wallet,2019-05-30,Inactive,4295.0,93.0,2413.0,1
29611,ID03647,63,Male,Oyo,Low,5,89,1,Fuel,4940,Mobile Wallet,2022-05-17,Inactive,4398.0,14.0,3874.0,1
29619,ID03648,64,Female,Yobe,Low,5,104,1,Cash Transfer,7274,Mobile Wallet,2019-11-17,Inactive,5896.0,12.0,3900.0,1
29674,ID03655,39,Male,Oyo,Low,4,111,1,Cash Transfer,6490,Mobile Wallet,2022-02-16,Inactive,3504.0,3.0,5123.0,1
29718,ID03662,68,Male,Rivers,Low,9,129,1,Fuel,4662,Mobile Wallet,2019-06-26,Inactive,3235.0,92.0,2964.0,1
29724,ID03664,24,Female,Rivers,Low,1,84,0,Cash Transfer,5946,Mobile Wallet,2021-03-13,Inactive,5653.0,51.0,5153.0,1
29774,ID03671,20,Female,Oyo,Low,4,112,1,Cash Transfer,8311,Mobile Wallet,2020-12-16,Suspicious,5471.0,31.0,532.0,1
29850,ID03683,23,Female,Rivers,Low,4,111,1,Cash Transfer,7147,Mobile Wallet,2021-01-08,Suspicious,3245.0,83.0,4285.0,1
29868,ID03686,35,Female,Kaduna,Middle,9,164,0,Cash Transfer,4864,Mobile Wallet,2022-01-04,Suspicious,2832.0,10.0,4380.0,1
29958,ID03696,46,Female,Rivers,Middle,1,76,0,Cash Transfer,4519,Mobile Wallet,2021-04-13,Inactive,4607.0,84.0,6156.0,1
29967,ID03697,62,Female,Yobe,Low,1,92,0,Fuel,5872,Mobile Wallet,2020-03-16,Inactive,5381.0,15.0,5582.0,1
29973,ID03697,62,Female,Yobe,Low,1,92,0,Fuel,5882,Mobile Wallet,2023-12-11,Suspicious,4696.0,97.0,2785.0,1
29974,ID03698,66,Female,Lagos,Low,7,87,1,Cash Transfer,6194,Mobile Wallet,2023-12-18,Inactive,1291.0,74.0,4146.0,1
30195,ID03724,41,Male,Yobe,Middle,4,160,0,Cash Transfer,5691,Mobile Wallet,2022-12-26,Inactive,4640.0,93.0,2275.0,1
30229,ID03729,41,Male,Kaduna,Low,3,60,0,Cash Transfer,7795,Mobile Wallet,2021-09-28,Inactive,5061.0,45.0,1957.0,1
30239,ID03730,38,Female,Rivers,Low,5,116,1,Fuel,5228,Mobile Wallet,2019-03-08,Inactive,4698.0,59.0,4063.0,1
30245,ID03731,68,Female,Oyo,Low,7,100,1,Cash Transfer,6490,Mobile Wallet,2021-09-26,Inactive,6520.0,30.0,1674.0,1
30248,ID03731,68,Female,Oyo,Low,7,100,1,Cash Transfer,6325,Mobile Wallet,2022-01-23,Inactive,2654.0,68.0,3481.0,1
30297,ID03735,30,Female,Yobe,Middle,2,123,0,Cash Transfer,4573,Mobile Wallet,2021-05-01,Inactive,4519.0,51.0,3929.0,1
30308,ID03737,63,Female,Yobe,Low,8,55,1,Fuel,5185,Mobile Wallet,2020-10-14,Suspicious,5172.0,75.0,1931.0,1
30310,ID03737,63,Female,Yobe,Low,8,55,1,Cash Transfer,7012,Mobile Wallet,2019-12-16,Suspicious,6546.0,48.0,3371.0,1
30321,ID03738,36,Male,Lagos,Low,9,120,1,Fuel,4860,Mobile Wallet,2020-01-31,Inactive,4707.0,18.0,5535.0,1
30323,ID03738,36,Male,Lagos,Low,9,120,1,Cash Transfer,6041,Mobile Wallet,2019-10-27,Inactive,6539.0,29.0,3680.0,1
30325,ID03738,36,Male,Lagos,Low,9,120,1,Cash Transfer,7995,Mobile Wallet,2020-08-30,Suspicious,3513.0,87.0,4172.0,1
30347,ID03741,63,Male,Yobe,Low,7,100,1,Cash Transfer,6708,Mobile Wallet,2020-05-03,Suspicious,4394.0,3.0,4126.0,1
30428,ID03750,62,Female,Kaduna,Low,8,68,1,Fuel,5582,Mobile Wallet,2020-03-24,Inactive,6576.0,25.0,5635.0,1
30451,ID03756,56,Male,Lagos,Low,7,99,1,Cash Transfer,8066,Mobile Wallet,2020-03-01,Suspicious,4828.0,41.0,5907.0,1
30455,ID03756,56,Male,Lagos,Low,7,99,1,Fuel,5900,Mobile Wallet,2020-04-05,Inactive,7008.0,60.0,4214.0,1
30458,ID03756,56,Male,Lagos,Low,7,99,1,Cash Transfer,7723,Mobile Wallet,2021-10-19,Inactive,8469.0,64.0,3640.0,1
30465,ID03757,45,Female,Rivers,Middle,6,140,0,Cash Transfer,4627,Mobile Wallet,2021-09-15,Suspicious,6620.0,96.0,2240.0,1
30471,ID03757,45,Female,Rivers,Middle,6,140,0,Cash Transfer,4852,Mobile Wallet,2022-12-04,Inactive,2498.0,28.0,3345.0,1
30498,ID03759,25,Male,Yobe,Middle,8,116,0,Cash Transfer,4942,Mobile Wallet,2021-09-30,Inactive,4136.0,21.0,2564.0,1
30525,ID03761,44,Male,Oyo,Middle,8,55,0,Cash Transfer,4892,Mobile Wallet,2022-01-06,Inactive,6146.0,13.0,4264.0,1
30542,ID03763,40,Female,Yobe,Low,4,76,1,Cash Transfer,6473,Mobile Wallet,2023-01-11,Suspicious,6797.0,22.0,7720.0,1
30635,ID03775,47,Male,Kaduna,Middle,8,164,0,Cash Transfer,4817,Mobile Wallet,2023-10-15,Inactive,5080.0,37.0,4154.0,1
30820,ID03797,68,Female,Kaduna,Low,9,128,1,Cash Transfer,6752,Mobile Wallet,2021-05-01,Inactive,7263.0,62.0,5023.0,1
30831,ID03799,30,Female,Kano,Middle,6,89,0,Cash Transfer,4570,Mobile Wallet,2022-08-27,Inactive,5314.0,2.0,3810.0,1
30859,ID03801,31,Male,Kaduna,Low,7,144,1,Cash Transfer,5913,Mobile Wallet,2022-10-11,Inactive,4671.0,51.0,4319.0,1
30898,ID03806,45,Female,Kano,Middle,5,82,0,Cash Transfer,4605,Mobile Wallet,2019-03-22,Inactive,4209.0,38.0,4072.0,1
30924,ID03811,19,Male,Kaduna,Low,2,39,0,Fuel,4566,Mobile Wallet,2021-11-03,Suspicious,6880.0,68.0,4619.0,1
30936,ID03812,46,Female,Kano,Low,7,49,1,Fuel,4924,Mobile Wallet,2020-03-17,Inactive,7290.0,99.0,3167.0,1
31028,ID03826,32,Male,Rivers,Low,6,117,1,Cash Transfer,7945,Mobile Wallet,2023-12-22,Inactive,3330.0,21.0,4057.0,1
31050,ID03828,54,Female,Lagos,Middle,7,63,0,Cash Transfer,5184,Mobile Wallet,2019-10-22,Suspicious,5031.0,72.0,1325.0,1
31055,ID03828,54,Female,Lagos,Middle,7,63,0,Cash Transfer,5731,Mobile Wallet,2022-11-07,Suspicious,3488.0,39.0,2201.0,1
31078,ID03831,48,Male,Kano,Middle,7,111,0,Cash Transfer,5181,Mobile Wallet,2020-11-05,Inactive,3311.0,18.0,2424.0,1
31090,ID03832,42,Female,Kaduna,Low,6,93,1,Cash Transfer,7920,Mobile Wallet,2021-09-15,Suspicious,645.0,73.0,4836.0,1
31093,ID03832,42,Female,Kaduna,Low,6,93,1,Fuel,5821,Mobile Wallet,2020-04-08,Inactive,3831.0,77.0,1135.0,1
31097,ID03833,40,Female,Oyo,Low,8,104,1,Cash Transfer,6643,Mobile Wallet,2019-03-17,Inactive,6093.0,40.0,5149.0,1
31138,ID03841,52,Female,Kaduna,Low,7,24,1,Cash Transfer,8262,Mobile Wallet,2019-02-12,Inactive,1498.0,94.0,3842.0,1
31139,ID03841,52,Female,Kaduna,Low,7,24,1,Fuel,5811,Mobile Wallet,2022-04-08,Inactive,6059.0,12.0,6037.0,1
31150,ID03843,26,Male,Kano,Low,1,85,0,Fuel,4689,Mobile Wallet,2021-07-05,Inactive,5698.0,13.0,6806.0,1
31215,ID03851,45,Male,Yobe,Middle,6,86,0,Cash Transfer,5324,Mobile Wallet,2022-08-20,Inactive,4991.0,31.0,4336.0,1
31245,ID03853,32,Female,Lagos,Low,7,114,1,Cash Transfer,8086,Mobile Wallet,2023-03-07,Inactive,7537.0,37.0,4832.0,1
31250,ID03855,40,Male,Rivers,Low,6,115,1,Fuel,4957,Mobile Wallet,2022-07-28,Inactive,7332.0,90.0,3676.0,1
31253,ID03855,40,Male,Rivers,Low,6,115,1,Cash Transfer,6376,Mobile Wallet,2022-06-22,Suspicious,6089.0,99.0,3937.0,1
31328,ID03864,51,Female,Oyo,Low,3,92,0,Cash Transfer,5779,Mobile Wallet,2020-07-31,Suspicious,2694.0,29.0,5225.0,1
31334,ID03866,54,Male,Kano,Middle,4,118,0,Cash Transfer,5414,Mobile Wallet,2019-01-23,Inactive,3831.0,67.0,2059.0,1
31459,ID03881,64,Female,Oyo,Middle,4,110,0,Cash Transfer,5258,Mobile Wallet,2019-11-22,Inactive,6273.0,94.0,4266.0,1
31470,ID03883,44,Male,Lagos,Low,3,97,0,Cash Transfer,6062,Mobile Wallet,2021-04-13,Inactive,6193.0,40.0,2702.0,1
31494,ID03885,66,Female,Yobe,Low,9,33,1,Fuel,4643,Mobile Wallet,2021-03-20,Inactive,8184.0,29.0,4991.0,1
31498,ID03886,66,Male,Rivers,Low,4,89,1,Cash Transfer,6447,Mobile Wallet,2020-05-02,Inactive,9194.0,37.0,4218.0,1
31511,ID03887,55,Male,Rivers,Middle,1,78,0,Cash Transfer,5409,Mobile Wallet,2021-12-25,Inactive,2684.0,89.0,3975.0,1
31559,ID03892,69,Female,Kaduna,Middle,9,71,0,Cash Transfer,5853,Mobile Wallet,2020-06-13,Suspicious,6231.0,34.0,2845.0,1
31582,ID03895,18,Female,Yobe,Low,2,193,0,Fuel,5749,Mobile Wallet,2021-08-17,Inactive,5907.0,97.0,4939.0,1
31585,ID03895,18,Female,Yobe,Low,2,193,0,Fuel,5351,Mobile Wallet,2019-05-28,Suspicious,4355.0,87.0,3552.0,1
31609,ID03900,67,Female,Oyo,Low,3,109,0,Fuel,5099,Mobile Wallet,2020-07-20,Inactive,3013.0,58.0,5210.0,1
31614,ID03900,67,Female,Oyo,Low,3,109,0,Cash Transfer,5805,Mobile Wallet,2020-07-19,Suspicious,6497.0,34.0,330.0,1
31658,ID03906,62,Male,Oyo,Low,1,161,0,Cash Transfer,7655,Mobile Wallet,2020-04-22,Inactive,4318.0,32.0,5339.0,1
31660,ID03906,62,Male,Oyo,Low,1,161,0,Cash Transfer,5811,Mobile Wallet,2021-05-28,Inactive,3502.0,29.0,4871.0,1
31696,ID03910,63,Male,Oyo,Low,2,97,0,Cash Transfer,7873,Mobile Wallet,2022-08-01,Suspicious,5117.0,75.0,4154.0,1
31697,ID03910,63,Male,Oyo,Low,2,97,0,Cash Transfer,6152,Mobile Wallet,2021-03-14,Suspicious,5338.0,93.0,1782.0,1
31748,ID03917,32,Female,Yobe,Low,6,91,1,Fuel,5252,Mobile Wallet,2021-03-03,Suspicious,6584.0,25.0,2100.0,1
31750,ID03917,32,Female,Yobe,Low,6,91,1,Fuel,4602,Mobile Wallet,2019-06-29,Suspicious,2627.0,41.0,4908.0,1
31760,ID03918,47,Male,Oyo,Low,9,58,1,Fuel,5652,Mobile Wallet,2019-05-28,Suspicious,7521.0,18.0,3231.0,1
31819,ID03925,40,Female,Yobe,Low,5,139,1,Fuel,4687,Mobile Wallet,2022-04-08,Inactive,5065.0,3.0,5518.0,1
31882,ID03933,64,Male,Kaduna,Low,6,95,1,Cash Transfer,6295,Mobile Wallet,2020-12-22,Inactive,4893.0,6.0,2958.0,1
31883,ID03933,64,Male,Kaduna,Low,6,95,1,Cash Transfer,5612,Mobile Wallet,2021-07-25,Inactive,1168.0,65.0,5888.0,1
31920,ID03936,62,Male,Kaduna,Low,8,130,1,Cash Transfer,8272,Mobile Wallet,2023-04-19,Inactive,3724.0,65.0,3838.0,1
31921,ID03936,62,Male,Kaduna,Low,8,130,1,Cash Transfer,6273,Mobile Wallet,2019-09-17,Suspicious,2200.0,47.0,5365.0,1
31952,ID03940,21,Male,Rivers,Low,5,88,1,Cash Transfer,5619,Mobile Wallet,2022-09-13,Inactive,3204.0,29.0,4861.0,1
31964,ID03942,54,Female,Rivers,Low,4,111,1,Fuel,5148,Mobile Wallet,2022-11-22,Inactive,5001.0,83.0,2581.0,1
31967,ID03942,54,Female,Rivers,Low,4,111,1,Cash Transfer,6165,Mobile Wallet,2019-09-01,Inactive,4051.0,71.0,5181.0,1
31970,ID03942,54,Female,Rivers,Low,4,111,1,Fuel,4965,Mobile Wallet,2020-12-27,Inactive,4450.0,23.0,4254.0,1
32009,ID03947,62,Male,Kano,Low,5,110,1,Cash Transfer,8047,Mobile Wallet,2020-05-24,Suspicious,5880.0,39.0,4447.0,1
32033,ID03950,68,Male,Kaduna,Low,9,106,1,Fuel,5912,Mobile Wallet,2021-09-16,Inactive,4160.0,67.0,1688.0,1
32074,ID03954,49,Female,Lagos,Middle,8,102,0,Cash Transfer,4633,Mobile Wallet,2023-11-30,Inactive,5507.0,19.0,6346.0,1
32152,ID03962,61,Male,Rivers,Low,4,56,1,Cash Transfer,6462,Mobile Wallet,2023-06-14,Suspicious,4774.0,32.0,4186.0,1
32164,ID03964,56,Male,Kano,Middle,4,95,0,Cash Transfer,4853,Mobile Wallet,2023-08-19,Inactive,3760.0,61.0,6580.0,1
32184,ID03967,18,Male,Rivers,Low,8,56,1,Fuel,4775,Mobile Wallet,2023-01-30,Inactive,8242.0,12.0,4703.0,1
32226,ID03973,51,Male,Kaduna,Low,9,67,1,Cash Transfer,5727,Mobile Wallet,2023-01-26,Suspicious,2581.0,61.0,5209.0,1
32271,ID03978,52,Male,Yobe,Low,2,66,0,Cash Transfer,7816,Mobile Wallet,2023-04-25,Inactive,7661.0,99.0,4086.0,1
32287,ID03980,57,Female,Kaduna,Middle,5,71,0,Cash Transfer,5081,Mobile Wallet,2020-10-20,Inactive,3187.0,90.0,2964.0,1
32346,ID03985,56,Male,Kaduna,Low,6,92,1,Cash Transfer,5854,Mobile Wallet,2023-07-27,Inactive,4138.0,27.0,1768.0,1
32391,ID03991,54,Female,Kaduna,Low,4,65,1,Fuel,4510,Mobile Wallet,2022-03-10,Inactive,6601.0,72.0,3401.0,1
32442,ID03997,62,Male,Yobe,Low,8,129,1,Cash Transfer,7070,Mobile Wallet,2019-05-12,Inactive,2958.0,6.0,4887.0,1
32468,ID04001,28,Male,Lagos,Low,7,105,1,Fuel,4912,Mobile Wallet,2022-04-15,Inactive,4668.0,24.0,4187.0,1
32529,ID04009,29,Female,Yobe,Low,6,52,1,Cash Transfer,7727,Mobile Wallet,2021-03-29,Inactive,5398.0,88.0,6496.0,1
32581,ID04013,36,Female,Kano,Low,6,102,1,Cash Transfer,7285,Mobile Wallet,2021-04-27,Inactive,4457.0,79.0,4168.0,1
32593,ID04015,65,Male,Kaduna,Middle,4,84,0,Cash Transfer,5169,Mobile Wallet,2019-11-05,Inactive,5091.0,76.0,3398.0,1
32606,ID04016,61,Male,Kaduna,Low,1,107,0,Fuel,5274,Mobile Wallet,2022-05-03,Inactive,3379.0,61.0,5486.0,1
32641,ID04019,49,Male,Lagos,Low,2,136,0,Fuel,4784,Mobile Wallet,2020-01-27,Suspicious,4533.0,78.0,3423.0,1
32714,ID04029,28,Female,Kaduna,Low,7,99,1,Fuel,5426,Mobile Wallet,2022-10-30,Inactive,10380.0,54.0,4021.0,1
32727,ID04031,67,Female,Lagos,Low,6,66,1,Cash Transfer,8269,Mobile Wallet,2019-02-11,Suspicious,2648.0,59.0,3499.0,1
32742,ID04032,34,Female,Kaduna,Middle,9,110,0,Cash Transfer,5838,Mobile Wallet,2023-06-18,Inactive,4113.0,47.0,3390.0,1
32781,ID04037,45,Male,Kaduna,Low,7,74,1,Fuel,4630,Mobile Wallet,2022-04-29,Inactive,3693.0,47.0,3792.0,1
32947,ID04057,55,Male,Rivers,Middle,9,35,0,Cash Transfer,4972,Mobile Wallet,2020-07-13,Inactive,8758.0,45.0,3575.0,1
33081,ID04074,38,Female,Lagos,Low,6,140,1,Cash Transfer,6265,Mobile Wallet,2021-01-19,Inactive,5341.0,2.0,3479.0,1
33092,ID04075,33,Male,Oyo,Low,5,96,1,Fuel,5794,Mobile Wallet,2019-03-22,Inactive,3704.0,35.0,1325.0,1
33116,ID04078,58,Male,Rivers,Low,7,65,1,Fuel,5701,Mobile Wallet,2022-06-11,Inactive,3648.0,47.0,3286.0,1
33167,ID04084,52,Male,Lagos,Middle,5,69,0,Cash Transfer,5065,Mobile Wallet,2023-09-26,Inactive,4355.0,94.0,4826.0,1
33184,ID04086,67,Female,Yobe,Low,3,144,0,Fuel,4654,Mobile Wallet,2021-10-28,Inactive,6101.0,89.0,1504.0,1
33197,ID04087,25,Male,Rivers,Low,9,74,1,Fuel,4663,Mobile Wallet,2021-11-17,Inactive,2977.0,88.0,3535.0,1
33211,ID04088,43,Female,Kano,Low,5,106,1,Cash Transfer,5824,Mobile Wallet,2022-11-11,Suspicious,5069.0,79.0,4866.0,1
33244,ID04093,24,Male,Lagos,Low,5,149,1,Fuel,4763,Mobile Wallet,2022-05-01,Inactive,3475.0,15.0,5517.0,1
33277,ID04099,18,Male,Rivers,Low,7,100,1,Cash Transfer,6993,Mobile Wallet,2022-07-22,Inactive,4795.0,30.0,3000.0,1
33356,ID04109,52,Male,Kano,Middle,5,39,0,Cash Transfer,5873,Mobile Wallet,2023-10-23,Inactive,3330.0,57.0,6612.0,1
33361,ID04111,57,Female,Lagos,Low,9,83,1,Cash Transfer,6026,Mobile Wallet,2020-11-12,Inactive,4198.0,30.0,5529.0,1
33380,ID04115,63,Female,Oyo,Low,4,63,1,Cash Transfer,5917,Mobile Wallet,2021-08-11,Inactive,5670.0,78.0,5323.0,1
33381,ID04115,63,Female,Oyo,Low,4,63,1,Cash Transfer,8065,Mobile Wallet,2022-05-15,Inactive,7122.0,25.0,3676.0,1
33419,ID04120,55,Female,Kaduna,Middle,5,88,0,Cash Transfer,5562,Mobile Wallet,2020-05-09,Inactive,5194.0,94.0,4758.0,1
